id	species	location	iso2	iso3	country	state	intregion	region
EPI_ISL_423466	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422132	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423463	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422133	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423464	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422130	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423461	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422131	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423462	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_423460	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422129	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_422127	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423458	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422128	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423459	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422125	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423456	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422126	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423457	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422123	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423454	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422124	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423455	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422121	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423452	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422122	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423453	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_423450	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422120	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423451	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422118	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423449	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422119	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_422116	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423447	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422117	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423448	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422158	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423489	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422159	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_422156	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423487	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422157	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423488	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422154	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423485	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422155	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423486	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422152	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423483	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422153	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423484	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422150	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423481	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422151	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423482	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_423480	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422149	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_422147	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423478	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422148	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423479	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422145	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423476	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422146	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423477	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422143	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423474	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422144	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423475	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422141	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423472	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422142	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423473	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_423470	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422140	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423471	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422138	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423469	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422139	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_417383	Human	Oceania / Australia / New South Wales / Sydney	AU	AUS	Australia	New South Wales	Australia and New Zealand	Oceania
EPI_ISL_417384	Human	Oceania / Australia / New South Wales / Sydney	AU	AUS	Australia	New South Wales	Australia and New Zealand	Oceania
EPI_ISL_417381	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_417382	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_417387	Human	Oceania / Australia / New South Wales / Sydney	AU	AUS	Australia	New South Wales	Australia and New Zealand	Oceania
EPI_ISL_417388	Human	Oceania / Australia / New South Wales / Sydney	AU	AUS	Australia	New South Wales	Australia and New Zealand	Oceania
EPI_ISL_417385	Human	Oceania / Australia / New South Wales / Sydney	AU	AUS	Australia	New South Wales	Australia and New Zealand	Oceania
EPI_ISL_417386	Human	Oceania / Australia / New South Wales / Sydney	AU	AUS	Australia	New South Wales	Australia and New Zealand	Oceania
EPI_ISL_417389	Human	Oceania / Australia / New South Wales / Sydney	AU	AUS	Australia	New South Wales	Australia and New Zealand	Oceania
EPI_ISL_429370	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429372	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429371	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429374	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429373	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429376	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429375	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429378	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429377	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429379	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_417380	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_417372	Human	North America / USA / Connecticut	US	USA	USA	Connecticut	Northern America	North America
EPI_ISL_417373	Human	North America / USA / Connecticut	US	USA	USA	Connecticut	Northern America	North America
EPI_ISL_416042	Human	Asia / China / Hangzhou	CN	CHN	China	Hangzhou	Eastern Asia	Asia
EPI_ISL_417370	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_417371	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_417376	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_417377	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_416046	Human	Asia / China / Hangzhou	CN	CHN	China	Hangzhou	Eastern Asia	Asia
EPI_ISL_417374	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_417375	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_416044	Human	Asia / China / Hangzhou	CN	CHN	China	Hangzhou	Eastern Asia	Asia
EPI_ISL_417378	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_416047	Human	Asia / China / Hangzhou	CN	CHN	China	Hangzhou	Eastern Asia	Asia
EPI_ISL_417379	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_429381	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429380	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429383	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429382	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429385	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429384	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429387	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429386	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429389	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429388	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429350	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429352	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429351	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429354	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429353	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429356	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429355	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429358	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429357	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429359	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_417394	Human	Oceania / Australia / New South Wales / Sydney	AU	AUS	Australia	New South Wales	Australia and New Zealand	Oceania
EPI_ISL_417395	Human	Oceania / Australia / New South Wales / Sydney	AU	AUS	Australia	New South Wales	Australia and New Zealand	Oceania
EPI_ISL_417392	Human	Oceania / Australia / New South Wales / Sydney	AU	AUS	Australia	New South Wales	Australia and New Zealand	Oceania
EPI_ISL_417393	Human	Oceania / Australia / New South Wales / Sydney	AU	AUS	Australia	New South Wales	Australia and New Zealand	Oceania
EPI_ISL_417398	Human	Oceania / Australia / New South Wales / Sydney	AU	AUS	Australia	New South Wales	Australia and New Zealand	Oceania
EPI_ISL_417399	Human	Oceania / Australia / New South Wales / Sydney	AU	AUS	Australia	New South Wales	Australia and New Zealand	Oceania
EPI_ISL_417396	Human	Oceania / Australia / New South Wales / Sydney	AU	AUS	Australia	New South Wales	Australia and New Zealand	Oceania
EPI_ISL_417397	Human	Oceania / Australia / New South Wales / Sydney	AU	AUS	Australia	New South Wales	Australia and New Zealand	Oceania
EPI_ISL_429361	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429360	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429363	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429362	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429365	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429364	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429367	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429366	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429369	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429368	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_417390	Human	Oceania / Australia / New South Wales / Sydney	AU	AUS	Australia	New South Wales	Australia and New Zealand	Oceania
EPI_ISL_417391	Human	Oceania / Australia / New South Wales / Sydney	AU	AUS	Australia	New South Wales	Australia and New Zealand	Oceania
EPI_ISL_425800	Human	Europe / United Kingdom / Scotland	GB	GBR	United Kingdom	Scotland	Northern Europe	Europe
EPI_ISL_413809	Human	Asia / China	CN	CHN	China		Eastern Asia	Asia
EPI_ISL_425822	Human	Europe / United Kingdom / Scotland	GB	GBR	United Kingdom	Scotland	Northern Europe	Europe
EPI_ISL_425821	Human	Europe / United Kingdom / Scotland	GB	GBR	United Kingdom	Scotland	Northern Europe	Europe
EPI_ISL_425820	Human	Europe / United Kingdom / Scotland	GB	GBR	United Kingdom	Scotland	Northern Europe	Europe
EPI_ISL_429390	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429392	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429391	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429394	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429393	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429396	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429395	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429398	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429397	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429399	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_425819	Human	Europe / United Kingdom / Scotland	GB	GBR	United Kingdom	Scotland	Northern Europe	Europe
EPI_ISL_425818	Human	Europe / United Kingdom / Scotland	GB	GBR	United Kingdom	Scotland	Northern Europe	Europe
EPI_ISL_425817	Human	Europe / United Kingdom / Scotland	GB	GBR	United Kingdom	Scotland	Northern Europe	Europe
EPI_ISL_425816	Human	Europe / United Kingdom / Scotland	GB	GBR	United Kingdom	Scotland	Northern Europe	Europe
EPI_ISL_425815	Human	Europe / United Kingdom / Scotland	GB	GBR	United Kingdom	Scotland	Northern Europe	Europe
EPI_ISL_425814	Human	Europe / United Kingdom / Scotland	GB	GBR	United Kingdom	Scotland	Northern Europe	Europe
EPI_ISL_425813	Human	Europe / United Kingdom / Scotland	GB	GBR	United Kingdom	Scotland	Northern Europe	Europe
EPI_ISL_425812	Human	Europe / United Kingdom / Scotland	GB	GBR	United Kingdom	Scotland	Northern Europe	Europe
EPI_ISL_425811	Human	Europe / United Kingdom / Scotland	GB	GBR	United Kingdom	Scotland	Northern Europe	Europe
EPI_ISL_425810	Human	Europe / United Kingdom / Scotland	GB	GBR	United Kingdom	Scotland	Northern Europe	Europe
EPI_ISL_425809	Human	Europe / United Kingdom / Scotland	GB	GBR	United Kingdom	Scotland	Northern Europe	Europe
EPI_ISL_425808	Human	Europe / United Kingdom / Scotland	GB	GBR	United Kingdom	Scotland	Northern Europe	Europe
EPI_ISL_425807	Human	Europe / United Kingdom / Scotland	GB	GBR	United Kingdom	Scotland	Northern Europe	Europe
EPI_ISL_425806	Human	Europe / United Kingdom / Scotland	GB	GBR	United Kingdom	Scotland	Northern Europe	Europe
EPI_ISL_425805	Human	Europe / United Kingdom / Scotland	GB	GBR	United Kingdom	Scotland	Northern Europe	Europe
EPI_ISL_425804	Human	Europe / United Kingdom / Scotland	GB	GBR	United Kingdom	Scotland	Northern Europe	Europe
EPI_ISL_425803	Human	Europe / United Kingdom / Scotland	GB	GBR	United Kingdom	Scotland	Northern Europe	Europe
EPI_ISL_425802	Human	Europe / United Kingdom / Scotland	GB	GBR	United Kingdom	Scotland	Northern Europe	Europe
EPI_ISL_425801	Human	Europe / United Kingdom / Scotland	GB	GBR	United Kingdom	Scotland	Northern Europe	Europe
EPI_ISL_418631	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419962	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417300	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_418630	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419961	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_419960	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417303	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_418635	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419966	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417304	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_418634	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419965	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417301	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_418633	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419964	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417302	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_418632	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419963	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417307	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_418639	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_417308	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_418638	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419969	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417305	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_418637	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419968	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417306	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_418636	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419967	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418629	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_420948	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420947	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420949	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_407988	Human	Asia / Singapore	SG	SGP	Singapore		South-eastern Asia	Asia
EPI_ISL_420944	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420943	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420946	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420945	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420940	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420942	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_407987	Human	Asia / Singapore	SG	SGP	Singapore		South-eastern Asia	Asia
EPI_ISL_420941	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_419951	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_419950	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418624	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419955	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418623	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419954	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_419953	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_419952	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418628	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419959	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418627	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419958	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418626	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419957	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418625	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419956	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_419949	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
