id	species	location	iso2	iso3	country	state	intregion	region
EPI_ISL_420937	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420936	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420939	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_429301	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_420938	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_429300	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_420933	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_429303	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_420932	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_429302	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_420935	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_429305	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_420934	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_429304	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429307	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429306	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_420931	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_429309	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_407976	Human	Europe / Belgium / Leuven	BE	BEL	Belgium	Leuven	Western Europe	Europe
EPI_ISL_420930	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_429308	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_419980	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_420971	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420970	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_418653	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_417321	Human	North America / USA / California / Santa Clara County	US	USA	USA	California	Northern America	North America
EPI_ISL_419984	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417322	Human	North America / USA / California / San Mateo County	US	USA	USA	California	Northern America	North America
EPI_ISL_418652	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419983	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418651	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419982	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417320	Human	North America / USA / California / Santa Clara County	US	USA	USA	California	Northern America	North America
EPI_ISL_418650	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419981	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418657	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_417325	Human	North America / USA / California / Solano County	US	USA	USA	California	Northern America	North America
EPI_ISL_419988	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418656	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_417326	Human	North America / USA / California / Marin County	US	USA	USA	California	Northern America	North America
EPI_ISL_419987	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418655	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_417323	Human	North America / USA / California / Marin County	US	USA	USA	California	Northern America	North America
EPI_ISL_419986	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418654	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_417324	Human	North America / USA / California / Solano County	US	USA	USA	California	Northern America	North America
EPI_ISL_419985	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417329	Human	North America / USA / California / San Mateo County	US	USA	USA	California	Northern America	North America
EPI_ISL_418659	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_417327	Human	North America / USA / California / San Joaquin County	US	USA	USA	California	Northern America	North America
EPI_ISL_418658	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_417328	Human	North America / USA / California / Sacramento County	US	USA	USA	California	Northern America	North America
EPI_ISL_419989	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_420969	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420966	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420965	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420968	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420967	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420962	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420961	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420964	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420963	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420960	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_417310	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_418642	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419973	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417311	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_418641	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419972	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418640	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419971	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_419970	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417314	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_418646	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419977	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417315	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_418645	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419976	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417312	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_418644	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419975	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417313	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_418643	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419974	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417318	Human	North America / USA / California / Santa Clara County	US	USA	USA	California	Northern America	North America
EPI_ISL_418649	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_417319	Human	North America / USA / California / Santa Clara County	US	USA	USA	California	Northern America	North America
EPI_ISL_417316	Human	North America / USA / California / San Mateo County	US	USA	USA	California	Northern America	North America
EPI_ISL_418648	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419979	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418647	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419978	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417317	Human	North America / USA / California / Santa Clara County	US	USA	USA	California	Northern America	North America
EPI_ISL_417309	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420959	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420958	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420955	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420954	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420957	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420956	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420951	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420950	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420953	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420952	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_418671	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420991	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_417340	Human	Europe / France / ARA	FR	FRA	France	Auvergne-Rhone-Alpes	Western Europe	Europe
EPI_ISL_418670	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420990	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420993	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420992	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_418675	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_417343	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418674	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_417344	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418673	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_417341	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418672	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_417342	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418679	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_417347	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418678	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_417348	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418677	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_417345	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418676	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_417346	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_417349	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_429330	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429332	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429331	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429334	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429333	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_420988	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_429336	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_420987	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_429335	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429338	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_420989	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_429337	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_420984	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420983	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_429339	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_420986	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420985	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_418660	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419991	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_420980	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_419990	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_420982	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_420981	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_417332	Human	North America / USA / California / San Francisco County	US	USA	USA	California	Northern America	North America
EPI_ISL_418664	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419995	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418663	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_417333	Human	Europe / France / ARA	FR	FRA	France	Auvergne-Rhone-Alpes	Western Europe	Europe
EPI_ISL_419994	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417330	Human	North America / USA / California / San Francisco County	US	USA	USA	California	Northern America	North America
EPI_ISL_418662	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419993	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417331	Human	North America / USA / California / San Francisco County	US	USA	USA	California	Northern America	North America
EPI_ISL_418661	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_419992	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418668	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_417336	Human	Europe / France / ARA	FR	FRA	France	Auvergne-Rhone-Alpes	Western Europe	Europe
EPI_ISL_419999	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418667	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_417337	Human	Europe / France / ARA	FR	FRA	France	Auvergne-Rhone-Alpes	Western Europe	Europe
EPI_ISL_419998	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418666	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_417334	Human	Europe / France / ARA	FR	FRA	France	Auvergne-Rhone-Alpes	Western Europe	Europe
EPI_ISL_419997	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418665	Human	Europe / Belgium / Liege	BE	BEL	Belgium	Liege	Western Europe	Europe
EPI_ISL_417335	Human	Europe / France / ARA	FR	FRA	France	Auvergne-Rhone-Alpes	Western Europe	Europe
EPI_ISL_419996	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417338	Human	Europe / France / ARA	FR	FRA	France	Auvergne-Rhone-Alpes	Western Europe	Europe
EPI_ISL_418669	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_417339	Human	Europe / France / ARA	FR	FRA	France	Auvergne-Rhone-Alpes	Western Europe	Europe
EPI_ISL_429341	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429340	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429343	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429342	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429345	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
EPI_ISL_429344	Human	Europe / Denmark / Unknown	DK	DNK	Denmark	Unknown	Northern Europe	Europe
